topic_id	tokens	alpha
10	politiska nya gång hela gamla ihop väl tid hålla håller tiden vet står fall börjar folk fast enda naturligtvis nytt politiskt först säkert sitter tillbaka ganska tycks hör egentligen ens sätta par igenom behöver riktigt väg nästan vägen själva börjat lär brukar förstås landet förr fortfarande ser stället gången sen hjälp klara slå lägga hunnit långa bästa alldeles annars tänker precis tagit samman händer lyckats hand numera drar dra slut börja tala satt nämligen svårt låter sätter visserligen tag mesta senaste hårt äntligen kring plats tänka egen undan lång ungefär sidan hoppas dessutom saker egna veta liksom snabbt hemma slår vänta framåt dags vanligt väntar visst saken omkring behövs alls början talar bit världen återstår liv ena trots klart sak hänger borde verkar ord heter namn faktiskt pengar plötsligt ifrån direkt övrigt sorn hinner emot full förrän reda förut knappt hitta tur hem småningom sägs försöker betyder lyckas chans ordning allvar gånger slagit lagt ända kallas klar luften resten räcker vanliga hänt rätta eget månader fart släppa allra följa någonstans ordentligt uppe ständigt utom följer låta kort stå land faller tider någonsin tänkt heta höst nere fullt överallt samtidigt gammalt hållit rena hört räkna åtskilliga kallar slags allting huvudet öga	0.06826702722026819
11	kina kinesiska peking mao kinas kulturrevolutionen politiska maos kineserna chou kinesisk deng lin ledare teng folkets nya en-lai liu röda hua ledarna tse-tung pekings shanghai partiet hongkong dagblad fyras kommunistiska kineser vice premiärminister piao chiang xiaoping ordförande gäng officiella kinesiske kommunistpartiets partiets kampanjen tsetung wang folkrepubliken kommunistpartiet kulturrevolutionens armén fridens död linje ching ehen albanien zhao revolutionen himmelska kinesiskt folket sovjet hsiao-ping väggtidningar senaste ideologiska ledningen peng revolutionära tse-tungs utländska premiärministern jiang tsetungs zedong heter politik partiledningen besök nyligen moskva ledaren kinäs officiellt kampanj långa miljoner kinesernas bedömare chang samtidigt intellektuella ziyang nyhetsbyrån nationella shao-chi studenterna landets folkkongressen änka huang centralkommittén tycks kulturrevolution partikongressen dagens fäng ledande konfucius åter tänkande arméns partiordföranden massorna kampanjer fortfarande gamla dengs en-lais västerländska qing radikalerna china socialistiska yaobang korrespondent yao rödgardisterna misstag albanska namn främsta göran sägs chu provinsen kines fanan zedongs leijonhufvud yang rysk-kinesiska pågående yuan wei taiwan anhängare högsta väggtidningarna tyder ekonomiska observatörer politbyrån höga kuo-feng guofeng hoxha rapport snow regimen inflytande maktkampen uppenbarligen hustru skrifter torg största rödgardister kinesen marschen linjen studenter zhou chen tengs artikeln ständiga året bei enlai samband kritik piaos produktionen kamp tecken spetsen centralkommitté omvärlden review folkrepublikens lizhi kanton förbindelser centralkommitténs döma april kapitalistiska oja resa utvecklingen	0.007191989166991883
12	ville satt såg hem stod hela började gång berättade tillbaka först klockan timmar fru visste höll par frågade tid gav berättar talade kvällen tiden gången kände natten sen svarade kväll trodde väg plötsligt låg tänkte visade slut ringde väl tala politisk vänner hörde minuter resa satte timme väntade medan morgonen försökte bad tyckte samtal veta lämnade runt emot gånger slog strax lät drog träffade natt hemma reste åkte fortsatte förklarade lyckades vet hände vän efteråt bil besök lämna nästan stund förrän hålla läste mannen rum hann veckor höra enda sett journalister minns vägen halv åka hand förstod politiskt hört träffa snabbt följde månader omkring berätta stället morgon hustru ens eftermiddagen sökte fast stockholm fann steg mötte dörren besökte verkade plats tittade sällskap tydligen direkt journalisterna befann skrev tagit bodde telefon hotell lade undrade gatan morse uppe långa omedelbart samtalet försvann ställde hus stanna möte körde resan lång dygn varandra alldeles ord igenom tåget pratade folk följa reda upptäckte papper ifrån nytt dök råkade hunnit stannade ensam undan ungefär småningom gamla denne saken därefter därpå lugnt ropade order tillfälle tag kastade hänt slutade kontakt huvudet lugn vanligt skrek glad klart middag veckan huset bar ringa kort illa hotellet trött fördes historia	0.047695966906225594
13	eec europa gemensamma europeiska sverige ekonomiska nordiska medlemskap bryssel england marknaden samarbete politiska samarbetet länderna politisk efta frankrike länder union europeisk ekonomisk inträde anslutning gaulle ekonomiskt gemensam västeuropa paris politiskt gemenskapen förhandlingar marknad förhandlingarna västeuropeiska storbritannien medlem associering sveriges neutrala europas lange englands övriga franska stater västtyskland danmark medlemmar nordisk utrikesministern nato norden integration norge svenska rådet fullt frågan marknadens gaulles tullunion europeiskt unionen bör europarådet land staterna står bonn luxemburg romfördraget problem organ handel ansökan nationella neutraliteten usa strasbourg spaak intresse svensk integrationen regeringarna skapa utrikesminister brittiska gemenskap svenskt italien handelsminister samordning ländernas kommissionen frankrikes schweiz utrikespolitiska främst ministerrådet organisation delta form utveckling nordiskt europamarknaden frågor gemensamt rådets belgien klart medlemsländerna handelspolitiska nära innebär neutralitet närmare intressen holland nordek österrike områden hållning deltagande enighet handeln utrikespolitik enhet kol- samverkan kontinenten hinder håll önskar tanken betydelse acceptera organisationen framtida ministerråd gentemot europarådets london västeuropeisk internationella tyskland fråga eftas adenauer tullar yttre tullunionen steg vissa storbritanniens frihandelsområde målsättning planerna avtal eec-frågan söka fördelar västeuropas förslag villkor inre franske ansluta diskutera eg-länderna engelska samgående finland utvidgning långtgående mötet framtid gemenskapens brittiskt eftaländerna regeringar president enat fransmännen neutralitetspolitiken oeec ram frihandelsområdet macmillan gatt delors förhandla initiativ eec-länderna federation oecd mål belgiske medlemmarna eec-kommissionen	0.014945027448223876
14	senaste åren politiska tiden årens året nytt månaderna nya närmaste veckorna händelser gånger tidens lopp gångna rad veckan visat tid hittills gång tagit ökat hela landet utveckling utvecklingen par trots börjat tillbaka starkt skett främst sökt dagarnas hänt allra samtidigt nästan hållit gett början fortfarande veckornas ytterligare förekommit följt numret halvåret veckans viktigaste största årets direkt vuxit alltmer news gjorts känt stått decennierna antal någonsin funnits hel livet runt lett visar tal gången ägnat lyckats månadernas åtskilliga grund bakgrunden kraftigt kring lång sorn ställt tycks viktiga klimatet försökt tillfällen talat antalet arbetat närmast upprepade ständigt ekonomiska aktivitet främsta sett förändrats ekonomisk veckor omfattande drygt händelserna dragit stigit klart centrum undan månaden tagits tecken förts upplevt speciellt ovanligt liv hösten situationen uppmärksammade pengar decenniet lämnat betydligt utvecklats årtiondena vunnit exempel börjar sommaren skapat skilda inneburit intensiv rapporter förlorat tvingats genomfört åter minskat krävt såväl ända fortsätter tyder snabbt alltsedan orsaken fört oron hårt steg fart dramatiska intresset drabbat drabbats saturday update ändrat plötsligt startade vecka intervjuer medfört slagit takt försvunnit suttit växande rapporterna besökt byggts hållits håll stigande ansträngningar omkring uttalanden våren närmare flertal givit ilar pågått bilden perioden läget inträffat bakgrund växt morgon serie märkt period enbart fjol numera medan	0.023608087413932985
15	politisk politiska verksamhet förbud propaganda förbudet lag tillstånd regler lagen möten reklam myndigheterna förbjudna censur partier personer förbjudet vissa förbjuda kontroll censuren offentliga organisationer lagar förbjuder bedriva förbjuden reglerna aktivitet delta tidningar bör information fritt bestämmelser affischer hindra innebär stoppa hålla förekomma däremot bestämmelserna fortsättningen tillåtet tillåtas undantag utöva förbjudas trots möjlighet restriktioner religiös form grund regel statliga tillåta exempel utlänningar gällande ger förbjöds sätta förbjuds tillåts offentlig förbjöd dessutom stopp lagstiftning tillåten ordning året reklamen tillåtna ges förbjudit viss införa förekommer anses liknande fall utländska medborgare aktiviteter kontrollen heter hittills offentligt myndigheter sprida verksamheten företag princip fri arbete dispens kontrollera myndigheternas privata tillåter infördes hållas hindrar annonser åsikter grupper stränga demonstrationer rätten förbjudits uppträda bryter praktiken sammankomster affischen samband liksom annonsering kommersiella förhindra diskriminering bära lokaler lista områden brott utnyttja godkänt enbart skrifter kommersiell utfärdade utom ens förordningar agitation böcker strider allmänna plats samtliga stoppas tillämpas varor råder lov juli order arbetsplatser tillträde utfärdats tas föreningar föreskrifter tvungna paragraf flygblad noga registrering regeln särskilda följa religiösa beviljas beträffande görs bedriver klagomål förordning polisen arbetsplatserna vederbörande dvs slag utländsk listan bilda använda radio öppna föreslår generellt behandlas affischering godkänna tidskrifter således inneha kraft dekret sträng rörelse totalförbud användas ordna ändamål	0.011365350797233595
16	revolutionen folket revolution arbetare kamp arbetarna politiska sociala revolutionära kampen makten folkets arbetarklassen samhället intellektuella revolutionär socialistiska fattiga ekonomiska social politisk gamla makt nya bönder massorna politiskt folk revolutionens borgerliga härskande kommunistiska medelklassen hela bönderna klass arbetarnas reaktionära socialistisk överklassen socialismen radikala nationella socialism arbetarklassens förtryck land arbetande diktatur grupper uppror vapen reformer samhälle kapitalistiska klassen utveckling kommunisterna kommunismen kapitalismen förhållanden krafter franska fortfarande intressen rörelse frihet unga regimen ryska rika systemet medvetna våld studenter rörelsen ryssland medelklass förtryckta befolkningen vänstern själva överklass organiserade borgare världen kommunister folkliga skapa ledare form kommunist medel massan socialistiskt fascismen imperialismen kapitalister revolutioner demokrati väg medvetenhet förtrycket fria revolutionärt nationell seger revolutionärer socialister mål progressiva lära klasskampen klasskamp medan grund grupp röda klasser klasserna kommunistisk landet historiska kallar historia hand organisera elit kämpa lenin landsbygden privilegier arbeta utvecklingen breda element demokratiska socialt massornas majoriteten genomföra borgerlig lägre revolt reaktionär tjänstemän fiender regim män proletariatets mönster solidaritet motstånd kallas staten sida befrielse kämpar idéer vägen revolten parti studenterna arbete utländska folklig bygga verklig arbetarklass revolutionärerna bestående jorden kapitalism ordningen samhällets rättvisa exempel skikt ledande europa frigörelse verkliga inflytande radikal stället krossa socialismens ledde ideal bekämpa bildade grunden förändring privilegierade börjar ledarna kämpade leda opposition överallt	0.02126366243477039
17	politiska politisk själva propaganda folk försöker sanningen politiskt verket hela folket fakta egna talar syften vet använder verkligheten kampanj propagandan bild försök står ord enda metoder medel vapen motståndare skriver påstår tro naturligtvis visar sanning stället lögn syfte falska använda exempel medvetet verkliga utnyttja politiker dölja tror argument kampanjen ger försöka sprida spel massmedia visa lögner sak information samtidigt klart egen tala enbart söker avslöja namn rena låter hjälp veta syftet utnyttjas tydligen taktik egentligen kallar reklam försökt menar slå falsk pressen ljuger ren påståenden tjänar ens reklamen ständigt håller avslöjar bilden budskap utnyttjar avsikter används heter låta precis öppet tvärtom spelet känner tal driver pengar tjäna framställa medvetna låtsas handling övertyga officiella metod tidningar lögnen redskap sida felaktiga drar medan rätta politikerna låt skapa vinna tiden fel allmänheten rent reaktionära skäl lura slagord försvara ljuset led sant behöver handlar uttalanden borgerliga bevis framställs medveten ordet radio avsikt sker land landet mål sättet hävdar dålig skaffa vanliga osv folkets användas motståndarna bedriver angrepp skrämma journalister förklara sätta påstående myten sanna farligt föra farliga fria svenska faktiskt kalla tydligt effektivt påståendet påstå tom använde framstå bedrägeri bekämpa motiv försökte historien spelar driva bluff ljuga korrekt trovärdighet intressen systematiskt antingen sken historia	0.029330970525079034
18	förhandlingar politiska förhandlingarna regeringen lösning avtal uppgörelse politisk avtalet nya överenskommelse frågan förslag krav parterna villkor förhandla sida nytt överenskommelsen överläggningar samtidigt anser innebär överens försök stånd resultat fred samtal först diskutera uppgörelsen klart slut gång eftergifter kompromiss acceptera parter steg fortsätta förklarade förslaget avgörande punkter samtalen enighet framtid vissa hela representanter politiskt fast konflikten möte fortfarande hittills början garantier upphör regering vecka överläggningarna beredd sidan fråga senaste mötet vapenvila kontakter medan tiden förrän punkt form trots tillbaka direkt kräver plan direkta lösa hoppas ytterligare förklarat fortsatta enda framtida sidor ske diskussioner fredlig kravet beredda eld väg månader utrikesminister söka uppnå överenskommelser vägen utrikesministern väntas problem uttalande försöka formellt konferens omedelbart praktiken framsteg återstår börja vilja planen problemet initiativ veckor berett tas sorn inleda geneve princip kort resultatet kommande betyder ger bägge redo fortsatt leda läget villkoren träffas kraft innebära håll delta diplomatiska nära punkten tal hand fortsätter däremot enas närmaste möjligheterna gemensam kommunikén november närmare tycks svar förhandlingsbordet anses veckan erkännande träffats villig val års konkreta förutsättning gav viktiga sannolikt bedömare lösas deklaration nått samarbete finna möjligheten upprepade beträffande låta förhandlare hållning besked konferensen åstadkomma december vägrar frågor tanken området utbyte dessutom regeringens dra diskussionerna varandra sak gången uppges	0.051791578807236935
19	heter poang fran nar land namn dar forsta be- stad hette svensk denne bor ter landet sverige aven ocksa skrev staden alia in- kand stockholm manga -talet ning fodd tva svenska an- ten son foddes storsta gift der bocker for- litteratur film soker gor dog bar ut- namnet garna upp- kom- för- sport fir re- liv landets ken des frin ars kanda fornamn numera satt spelade sjalv sen ring fore kallas se- forfattare lange gammal frsn nagra nom lag nga lands kopes sveriges lar amne ratt vann dan ge- bla ker bit till- hela historia usa pro- ningen tid ren beromd pfi bok svar fram- gen gav storre ar- varlden sam- lang nara kon- ell dod verk kar ger gang tillhor anses lan ledande gar eee boken varldens un- politik av- gora lever me- delar nare landskap geografi levde hor jbh maste kvinna mannen egentligen nastan de- aret meter musik nagot stock- sta latin avled forst miljoner hem borjade debuterade mil barn star lander saljes bade po- na- djur nagon aldre tion klubben ling plats beromda lade basta kandis ket nyligen va- tvs val kvinnor forste nan svart rande juli ser fdr nen all- le- ockss svenskt huvudstaden holm om-	0.0038189311028626106
